2.1316 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
144.9721 	EXP 	fixation: autoDraw = True
145.9773 	EXP 	fixation: autoDraw = False
145.9941 	EXP 	grating: autoDraw = True
145.9941 	EXP 	grating: tex = 'sin'
146.2944 	EXP 	grating: autoDraw = False
146.4989 	EXP 	window1: recordFrameIntervals = False
146.5016 	DATA 	Keypress: left
146.5112 	EXP 	fixation: autoDraw = False
146.5112 	EXP 	grating: autoDraw = False
146.5115 	EXP 	window1: recordFrameIntervals = False
147.4903 	EXP 	fixation: autoDraw = True
148.4944 	EXP 	fixation: autoDraw = False
148.5111 	EXP 	grating: autoDraw = True
148.5111 	EXP 	grating: tex = 'sin'
148.8109 	EXP 	grating: autoDraw = False
148.9317 	EXP 	window1: recordFrameIntervals = False
148.9345 	DATA 	Keypress: right
148.9444 	EXP 	fixation: autoDraw = False
148.9444 	EXP 	grating: autoDraw = False
148.9447 	EXP 	window1: recordFrameIntervals = False
149.9224 	EXP 	fixation: autoDraw = True
150.9274 	EXP 	fixation: autoDraw = False
150.9442 	EXP 	grating: autoDraw = True
150.9442 	EXP 	grating: tex = 'sin'
151.2444 	EXP 	grating: autoDraw = False
151.3989 	DATA 	Keypress: left
151.4150 	EXP 	window1: recordFrameIntervals = False
151.4277 	EXP 	fixation: autoDraw = False
151.4277 	EXP 	grating: autoDraw = False
151.4281 	EXP 	window1: recordFrameIntervals = False
152.4059 	EXP 	fixation: autoDraw = True
153.4109 	EXP 	fixation: autoDraw = False
153.4277 	EXP 	grating: autoDraw = True
153.4277 	EXP 	grating: tex = 'sin'
153.7275 	EXP 	grating: autoDraw = False
153.9153 	EXP 	window1: recordFrameIntervals = False
153.9183 	DATA 	Keypress: right
153.9275 	EXP 	fixation: autoDraw = False
153.9275 	EXP 	grating: autoDraw = False
153.9281 	EXP 	window1: recordFrameIntervals = False
154.9074 	EXP 	fixation: autoDraw = True
155.9109 	EXP 	fixation: autoDraw = False
155.9277 	EXP 	grating: autoDraw = True
155.9277 	EXP 	grating: tex = 'sin'
156.2276 	EXP 	grating: autoDraw = False
156.3485 	EXP 	window1: recordFrameIntervals = False
156.3511 	DATA 	Keypress: left
156.3609 	EXP 	fixation: autoDraw = False
156.3609 	EXP 	grating: autoDraw = False
156.3613 	EXP 	window1: recordFrameIntervals = False
157.3409 	EXP 	fixation: autoDraw = True
158.3441 	EXP 	fixation: autoDraw = False
158.3610 	EXP 	grating: autoDraw = True
158.3610 	EXP 	grating: tex = 'sin'
158.6609 	EXP 	grating: autoDraw = False
158.8989 	EXP 	window1: recordFrameIntervals = False
158.9015 	DATA 	Keypress: right
158.9108 	EXP 	fixation: autoDraw = False
158.9108 	EXP 	grating: autoDraw = False
158.9112 	EXP 	window1: recordFrameIntervals = False
159.8921 	EXP 	fixation: autoDraw = True
160.8941 	EXP 	fixation: autoDraw = False
160.9108 	EXP 	grating: autoDraw = True
160.9108 	EXP 	grating: tex = 'sin'
161.2108 	EXP 	grating: autoDraw = False
161.4642 	EXP 	window1: recordFrameIntervals = False
161.4666 	DATA 	Keypress: right
161.4771 	EXP 	fixation: autoDraw = False
161.4771 	EXP 	grating: autoDraw = False
161.4773 	EXP 	window1: recordFrameIntervals = False
162.4554 	EXP 	fixation: autoDraw = True
163.4607 	EXP 	fixation: autoDraw = False
163.4775 	EXP 	grating: autoDraw = True
163.4775 	EXP 	grating: tex = 'sin'
163.7770 	EXP 	grating: autoDraw = False
163.9316 	EXP 	window1: recordFrameIntervals = False
163.9344 	DATA 	Keypress: right
163.9441 	EXP 	fixation: autoDraw = False
163.9441 	EXP 	grating: autoDraw = False
163.9445 	EXP 	window1: recordFrameIntervals = False
164.9226 	EXP 	fixation: autoDraw = True
165.9269 	EXP 	fixation: autoDraw = False
165.9437 	EXP 	grating: autoDraw = True
165.9437 	EXP 	grating: tex = 'sin'
166.2440 	EXP 	grating: autoDraw = False
166.3984 	EXP 	window1: recordFrameIntervals = False
166.4011 	DATA 	Keypress: left
166.4107 	EXP 	fixation: autoDraw = False
166.4107 	EXP 	grating: autoDraw = False
166.4110 	EXP 	window1: recordFrameIntervals = False
167.3899 	EXP 	fixation: autoDraw = True
168.3940 	EXP 	fixation: autoDraw = False
168.4108 	EXP 	grating: autoDraw = True
168.4108 	EXP 	grating: tex = 'sin'
168.7107 	EXP 	grating: autoDraw = False
169.0481 	EXP 	window1: recordFrameIntervals = False
169.0508 	DATA 	Keypress: left
169.0607 	EXP 	fixation: autoDraw = False
169.0607 	EXP 	grating: autoDraw = False
169.0610 	EXP 	window1: recordFrameIntervals = False
170.0391 	EXP 	fixation: autoDraw = True
171.0437 	EXP 	fixation: autoDraw = False
171.0608 	EXP 	grating: autoDraw = True
171.0608 	EXP 	grating: tex = 'sin'
171.3606 	EXP 	grating: autoDraw = False
171.5314 	EXP 	window1: recordFrameIntervals = False
171.5341 	DATA 	Keypress: left
171.5440 	EXP 	fixation: autoDraw = False
171.5440 	EXP 	grating: autoDraw = False
171.5443 	EXP 	window1: recordFrameIntervals = False
172.5232 	EXP 	fixation: autoDraw = True
173.5271 	EXP 	fixation: autoDraw = False
173.5440 	EXP 	grating: autoDraw = True
173.5440 	EXP 	grating: tex = 'sin'
173.8439 	EXP 	grating: autoDraw = False
174.0074 	DATA 	Keypress: left
174.0146 	EXP 	window1: recordFrameIntervals = False
174.0272 	EXP 	fixation: autoDraw = False
174.0272 	EXP 	grating: autoDraw = False
174.0276 	EXP 	window1: recordFrameIntervals = False
175.0064 	EXP 	fixation: autoDraw = True
176.0106 	EXP 	fixation: autoDraw = False
176.0274 	EXP 	grating: autoDraw = True
176.0274 	EXP 	grating: tex = 'sin'
176.3275 	EXP 	grating: autoDraw = False
176.6483 	EXP 	window1: recordFrameIntervals = False
176.6509 	DATA 	Keypress: right
176.6604 	EXP 	fixation: autoDraw = False
176.6604 	EXP 	grating: autoDraw = False
176.6608 	EXP 	window1: recordFrameIntervals = False
177.6401 	EXP 	fixation: autoDraw = True
178.6438 	EXP 	fixation: autoDraw = False
178.6606 	EXP 	grating: autoDraw = True
178.6606 	EXP 	grating: tex = 'sin'
178.9605 	EXP 	grating: autoDraw = False
179.2289 	EXP 	window1: recordFrameIntervals = False
179.2302 	DATA 	Keypress: right
179.2438 	EXP 	fixation: autoDraw = False
179.2438 	EXP 	grating: autoDraw = False
179.2442 	EXP 	window1: recordFrameIntervals = False
180.2210 	EXP 	fixation: autoDraw = True
181.2269 	EXP 	fixation: autoDraw = False
181.2438 	EXP 	grating: autoDraw = True
181.2438 	EXP 	grating: tex = 'sin'
181.5438 	EXP 	grating: autoDraw = False
181.7312 	EXP 	window1: recordFrameIntervals = False
181.7339 	DATA 	Keypress: left
181.7437 	EXP 	fixation: autoDraw = False
181.7437 	EXP 	grating: autoDraw = False
181.7441 	EXP 	window1: recordFrameIntervals = False
182.7229 	EXP 	fixation: autoDraw = True
183.7270 	EXP 	fixation: autoDraw = False
183.7438 	EXP 	grating: autoDraw = True
183.7438 	EXP 	grating: tex = 'sin'
184.0436 	EXP 	grating: autoDraw = False
184.2812 	EXP 	window1: recordFrameIntervals = False
184.2839 	DATA 	Keypress: right
184.2937 	EXP 	fixation: autoDraw = False
184.2937 	EXP 	grating: autoDraw = False
184.2941 	EXP 	window1: recordFrameIntervals = False
185.2725 	EXP 	fixation: autoDraw = True
186.2770 	EXP 	fixation: autoDraw = False
186.2937 	EXP 	grating: autoDraw = True
186.2937 	EXP 	grating: tex = 'sin'
186.5935 	EXP 	grating: autoDraw = False
186.7646 	EXP 	window1: recordFrameIntervals = False
186.7674 	DATA 	Keypress: right
186.7770 	EXP 	fixation: autoDraw = False
186.7770 	EXP 	grating: autoDraw = False
186.7774 	EXP 	window1: recordFrameIntervals = False
187.7556 	EXP 	fixation: autoDraw = True
188.7600 	EXP 	fixation: autoDraw = False
188.7768 	EXP 	grating: autoDraw = True
188.7768 	EXP 	grating: tex = 'sin'
189.0770 	EXP 	grating: autoDraw = False
189.3481 	DATA 	Keypress: right
189.3643 	EXP 	window1: recordFrameIntervals = False
189.3785 	EXP 	fixation: autoDraw = False
189.3785 	EXP 	grating: autoDraw = False
189.3790 	EXP 	window1: recordFrameIntervals = False
190.3569 	EXP 	fixation: autoDraw = True
191.3602 	EXP 	fixation: autoDraw = False
191.3771 	EXP 	grating: autoDraw = True
191.3771 	EXP 	grating: tex = 'sin'
191.6769 	EXP 	grating: autoDraw = False
191.8475 	EXP 	window1: recordFrameIntervals = False
191.8504 	DATA 	Keypress: left
191.8602 	EXP 	fixation: autoDraw = False
191.8602 	EXP 	grating: autoDraw = False
191.8606 	EXP 	window1: recordFrameIntervals = False
192.8390 	EXP 	fixation: autoDraw = True
193.8434 	EXP 	fixation: autoDraw = False
193.8603 	EXP 	grating: autoDraw = True
193.8603 	EXP 	grating: tex = 'sin'
194.1602 	EXP 	grating: autoDraw = False
194.3140 	EXP 	window1: recordFrameIntervals = False
194.3164 	DATA 	Keypress: right
194.3268 	EXP 	fixation: autoDraw = False
194.3268 	EXP 	grating: autoDraw = False
194.3271 	EXP 	window1: recordFrameIntervals = False
195.3058 	EXP 	fixation: autoDraw = True
196.3100 	EXP 	fixation: autoDraw = False
196.3271 	EXP 	grating: autoDraw = True
196.3271 	EXP 	grating: tex = 'sin'
196.6267 	EXP 	grating: autoDraw = False
196.7471 	EXP 	window1: recordFrameIntervals = False
196.7497 	DATA 	Keypress: left
196.7599 	EXP 	fixation: autoDraw = False
196.7599 	EXP 	grating: autoDraw = False
196.7601 	EXP 	window1: recordFrameIntervals = False
197.7387 	EXP 	fixation: autoDraw = True
198.7434 	EXP 	fixation: autoDraw = False
198.7602 	EXP 	grating: autoDraw = True
198.7602 	EXP 	grating: tex = 'sin'
199.0597 	EXP 	grating: autoDraw = False
199.3976 	EXP 	window1: recordFrameIntervals = False
199.4002 	DATA 	Keypress: left
199.4100 	EXP 	fixation: autoDraw = False
199.4100 	EXP 	grating: autoDraw = False
199.4105 	EXP 	window1: recordFrameIntervals = False
200.3886 	EXP 	fixation: autoDraw = True
201.3934 	EXP 	fixation: autoDraw = False
201.4102 	EXP 	grating: autoDraw = True
201.4102 	EXP 	grating: tex = 'sin'
201.7101 	EXP 	grating: autoDraw = False
202.0143 	EXP 	window1: recordFrameIntervals = False
202.0179 	DATA 	Keypress: left
202.0267 	EXP 	fixation: autoDraw = False
202.0267 	EXP 	grating: autoDraw = False
202.0270 	EXP 	window1: recordFrameIntervals = False
203.0053 	EXP 	fixation: autoDraw = True
204.0099 	EXP 	fixation: autoDraw = False
204.0268 	EXP 	grating: autoDraw = True
204.0268 	EXP 	grating: tex = 'sin'
204.3267 	EXP 	grating: autoDraw = False
204.4317 	EXP 	window1: recordFrameIntervals = False
204.4346 	DATA 	Keypress: left
204.4433 	EXP 	fixation: autoDraw = False
204.4433 	EXP 	grating: autoDraw = False
204.4437 	EXP 	window1: recordFrameIntervals = False
205.4231 	EXP 	fixation: autoDraw = True
206.4265 	EXP 	fixation: autoDraw = False
206.4434 	EXP 	grating: autoDraw = True
206.4434 	EXP 	grating: tex = 'sin'
206.7433 	EXP 	grating: autoDraw = False
206.9307 	EXP 	window1: recordFrameIntervals = False
206.9334 	DATA 	Keypress: left
206.9432 	EXP 	fixation: autoDraw = False
206.9432 	EXP 	grating: autoDraw = False
206.9436 	EXP 	window1: recordFrameIntervals = False
207.9221 	EXP 	fixation: autoDraw = True
208.9265 	EXP 	fixation: autoDraw = False
208.9434 	EXP 	grating: autoDraw = True
208.9434 	EXP 	grating: tex = 'sin'
209.2432 	EXP 	grating: autoDraw = False
209.4825 	EXP 	window1: recordFrameIntervals = False
209.4874 	DATA 	Keypress: right
209.4932 	EXP 	fixation: autoDraw = False
209.4932 	EXP 	grating: autoDraw = False
209.4935 	EXP 	window1: recordFrameIntervals = False
210.4745 	EXP 	fixation: autoDraw = True
211.4765 	EXP 	fixation: autoDraw = False
211.4933 	EXP 	grating: autoDraw = True
211.4933 	EXP 	grating: tex = 'sin'
211.7930 	EXP 	grating: autoDraw = False
212.0141 	EXP 	window1: recordFrameIntervals = False
212.0170 	DATA 	Keypress: right
212.0263 	EXP 	fixation: autoDraw = False
212.0263 	EXP 	grating: autoDraw = False
212.0267 	EXP 	window1: recordFrameIntervals = False
213.0064 	EXP 	fixation: autoDraw = True
214.0098 	EXP 	fixation: autoDraw = False
214.0266 	EXP 	grating: autoDraw = True
214.0266 	EXP 	grating: tex = 'sin'
214.3264 	EXP 	grating: autoDraw = False
214.5447 	EXP 	window1: recordFrameIntervals = False
214.5461 	DATA 	Keypress: left
214.5593 	EXP 	fixation: autoDraw = False
214.5593 	EXP 	grating: autoDraw = False
214.5594 	EXP 	window1: recordFrameIntervals = False
215.5367 	EXP 	fixation: autoDraw = True
216.5431 	EXP 	fixation: autoDraw = False
216.5599 	EXP 	grating: autoDraw = True
216.5599 	EXP 	grating: tex = 'sin'
216.8598 	EXP 	grating: autoDraw = False
217.1983 	EXP 	window1: recordFrameIntervals = False
217.2011 	DATA 	Keypress: right
217.2097 	EXP 	fixation: autoDraw = False
217.2097 	EXP 	grating: autoDraw = False
217.2101 	EXP 	window1: recordFrameIntervals = False
218.1903 	EXP 	fixation: autoDraw = True
219.1931 	EXP 	fixation: autoDraw = False
219.2098 	EXP 	grating: autoDraw = True
219.2098 	EXP 	grating: tex = 'sin'
219.5097 	EXP 	grating: autoDraw = False
219.6451 	EXP 	window1: recordFrameIntervals = False
219.6466 	DATA 	Keypress: left
219.6594 	EXP 	fixation: autoDraw = False
219.6594 	EXP 	grating: autoDraw = False
219.6597 	EXP 	window1: recordFrameIntervals = False
220.6359 	EXP 	fixation: autoDraw = True
221.6432 	EXP 	fixation: autoDraw = False
221.6611 	EXP 	grating: autoDraw = True
221.6611 	EXP 	grating: tex = 'sin'
221.9761 	EXP 	grating: autoDraw = False
222.0972 	EXP 	window1: recordFrameIntervals = False
222.0998 	DATA 	Keypress: left
222.1096 	EXP 	fixation: autoDraw = False
222.1096 	EXP 	grating: autoDraw = False
222.1100 	EXP 	window1: recordFrameIntervals = False
223.0895 	EXP 	fixation: autoDraw = True
224.0930 	EXP 	fixation: autoDraw = False
224.1097 	EXP 	grating: autoDraw = True
224.1097 	EXP 	grating: tex = 'sin'
224.4096 	EXP 	grating: autoDraw = False
224.6971 	DATA 	Keypress: right
224.7138 	EXP 	window1: recordFrameIntervals = False
224.7263 	EXP 	fixation: autoDraw = False
224.7263 	EXP 	grating: autoDraw = False
224.7266 	EXP 	window1: recordFrameIntervals = False
225.7057 	EXP 	fixation: autoDraw = True
226.7094 	EXP 	fixation: autoDraw = False
226.7263 	EXP 	grating: autoDraw = True
226.7263 	EXP 	grating: tex = 'sin'
227.0262 	EXP 	grating: autoDraw = False
227.2636 	EXP 	window1: recordFrameIntervals = False
227.2663 	DATA 	Keypress: left
227.2762 	EXP 	fixation: autoDraw = False
227.2762 	EXP 	grating: autoDraw = False
227.2766 	EXP 	window1: recordFrameIntervals = False
228.2554 	EXP 	fixation: autoDraw = True
229.2594 	EXP 	fixation: autoDraw = False
229.2762 	EXP 	grating: autoDraw = True
229.2762 	EXP 	grating: tex = 'sin'
229.5759 	EXP 	grating: autoDraw = False
229.7808 	EXP 	window1: recordFrameIntervals = False
229.7873 	DATA 	Keypress: right
229.7927 	EXP 	fixation: autoDraw = False
229.7927 	EXP 	grating: autoDraw = False
229.7930 	EXP 	window1: recordFrameIntervals = False
230.7732 	EXP 	fixation: autoDraw = True
231.7762 	EXP 	fixation: autoDraw = False
231.7929 	EXP 	grating: autoDraw = True
231.7929 	EXP 	grating: tex = 'sin'
232.0918 	EXP 	grating: autoDraw = False
232.4134 	EXP 	window1: recordFrameIntervals = False
232.4162 	DATA 	Keypress: right
232.4260 	EXP 	fixation: autoDraw = False
232.4260 	EXP 	grating: autoDraw = False
232.4263 	EXP 	window1: recordFrameIntervals = False
233.4042 	EXP 	fixation: autoDraw = True
234.4091 	EXP 	fixation: autoDraw = False
234.4259 	EXP 	grating: autoDraw = True
234.4259 	EXP 	grating: tex = 'sin'
234.7260 	EXP 	grating: autoDraw = False
234.8639 	EXP 	window1: recordFrameIntervals = False
234.8668 	DATA 	Keypress: left
234.8760 	EXP 	fixation: autoDraw = False
234.8760 	EXP 	grating: autoDraw = False
234.8763 	EXP 	window1: recordFrameIntervals = False
235.8552 	EXP 	fixation: autoDraw = True
236.8594 	EXP 	fixation: autoDraw = False
236.8760 	EXP 	grating: autoDraw = True
236.8760 	EXP 	grating: tex = 'sin'
237.1760 	EXP 	grating: autoDraw = False
237.5805 	EXP 	window1: recordFrameIntervals = False
237.5831 	DATA 	Keypress: right
237.5927 	EXP 	fixation: autoDraw = False
237.5927 	EXP 	grating: autoDraw = False
237.5930 	EXP 	window1: recordFrameIntervals = False
238.5728 	EXP 	fixation: autoDraw = True
239.5760 	EXP 	fixation: autoDraw = False
239.5927 	EXP 	grating: autoDraw = True
239.5927 	EXP 	grating: tex = 'sin'
239.8927 	EXP 	grating: autoDraw = False
240.0467 	EXP 	window1: recordFrameIntervals = False
240.0496 	DATA 	Keypress: right
240.0593 	EXP 	fixation: autoDraw = False
240.0593 	EXP 	grating: autoDraw = False
240.0596 	EXP 	window1: recordFrameIntervals = False
241.0375 	EXP 	fixation: autoDraw = True
242.0426 	EXP 	fixation: autoDraw = False
242.0594 	EXP 	grating: autoDraw = True
242.0594 	EXP 	grating: tex = 'sin'
242.3593 	EXP 	grating: autoDraw = False
242.5301 	EXP 	window1: recordFrameIntervals = False
242.5328 	DATA 	Keypress: right
242.5426 	EXP 	fixation: autoDraw = False
242.5426 	EXP 	grating: autoDraw = False
242.5430 	EXP 	window1: recordFrameIntervals = False
243.5226 	EXP 	fixation: autoDraw = True
244.5258 	EXP 	fixation: autoDraw = False
244.5426 	EXP 	grating: autoDraw = True
244.5426 	EXP 	grating: tex = 'sin'
244.8426 	EXP 	grating: autoDraw = False
245.0966 	EXP 	window1: recordFrameIntervals = False
245.0994 	DATA 	Keypress: right
245.1092 	EXP 	fixation: autoDraw = False
245.1092 	EXP 	grating: autoDraw = False
245.1096 	EXP 	window1: recordFrameIntervals = False
246.0882 	EXP 	fixation: autoDraw = True
247.0925 	EXP 	fixation: autoDraw = False
247.1093 	EXP 	grating: autoDraw = True
247.1093 	EXP 	grating: tex = 'sin'
247.4092 	EXP 	grating: autoDraw = False
247.7872 	DATA 	Keypress: left
247.7965 	EXP 	window1: recordFrameIntervals = False
247.8092 	EXP 	fixation: autoDraw = False
247.8092 	EXP 	grating: autoDraw = False
247.8095 	EXP 	window1: recordFrameIntervals = False
248.7882 	EXP 	fixation: autoDraw = True
249.7922 	EXP 	fixation: autoDraw = False
249.8091 	EXP 	grating: autoDraw = True
249.8091 	EXP 	grating: tex = 'sin'
250.1091 	EXP 	grating: autoDraw = False
250.2636 	EXP 	window1: recordFrameIntervals = False
250.2663 	DATA 	Keypress: right
250.2758 	EXP 	fixation: autoDraw = False
250.2758 	EXP 	grating: autoDraw = False
250.2762 	EXP 	window1: recordFrameIntervals = False
251.2547 	EXP 	fixation: autoDraw = True
252.2591 	EXP 	fixation: autoDraw = False
252.2758 	EXP 	grating: autoDraw = True
252.2758 	EXP 	grating: tex = 'sin'
252.5758 	EXP 	grating: autoDraw = False
252.9960 	EXP 	window1: recordFrameIntervals = False
252.9986 	DATA 	Keypress: right
253.0089 	EXP 	fixation: autoDraw = False
253.0089 	EXP 	grating: autoDraw = False
253.0092 	EXP 	window1: recordFrameIntervals = False
253.9885 	EXP 	fixation: autoDraw = True
254.9924 	EXP 	fixation: autoDraw = False
255.0091 	EXP 	grating: autoDraw = True
255.0091 	EXP 	grating: tex = 'sin'
255.3085 	EXP 	grating: autoDraw = False
255.4298 	EXP 	window1: recordFrameIntervals = False
255.4323 	DATA 	Keypress: left
255.4423 	EXP 	fixation: autoDraw = False
255.4423 	EXP 	grating: autoDraw = False
255.4426 	EXP 	window1: recordFrameIntervals = False
256.4224 	EXP 	fixation: autoDraw = True
257.4256 	EXP 	fixation: autoDraw = False
257.4424 	EXP 	grating: autoDraw = True
257.4424 	EXP 	grating: tex = 'sin'
257.7422 	EXP 	grating: autoDraw = False
257.8459 	EXP 	window1: recordFrameIntervals = False
257.8482 	DATA 	Keypress: left
257.8589 	EXP 	fixation: autoDraw = False
257.8589 	EXP 	grating: autoDraw = False
257.8593 	EXP 	window1: recordFrameIntervals = False
258.8391 	EXP 	fixation: autoDraw = True
259.8423 	EXP 	fixation: autoDraw = False
259.8589 	EXP 	grating: autoDraw = True
259.8589 	EXP 	grating: tex = 'sin'
260.1589 	EXP 	grating: autoDraw = False
260.2625 	EXP 	window1: recordFrameIntervals = False
260.2650 	DATA 	Keypress: right
260.2755 	EXP 	fixation: autoDraw = False
260.2755 	EXP 	grating: autoDraw = False
260.2758 	EXP 	window1: recordFrameIntervals = False
261.2552 	EXP 	fixation: autoDraw = True
262.2588 	EXP 	fixation: autoDraw = False
262.2757 	EXP 	grating: autoDraw = True
262.2757 	EXP 	grating: tex = 'sin'
262.5755 	EXP 	grating: autoDraw = False
262.6302 	DATA 	Keypress: left
262.6421 	EXP 	fixation: autoDraw = False
262.6421 	EXP 	grating: autoDraw = False
262.8674 	EXP 	window1: mouseVisible = True
