trials.label,trials.startVal,trials.stepSizes,trials.maxVal,trials.minVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,key_resp.corr,ISI.started,grating.started,key_resp.started,grating.stopped,trials.response,participant,session,date,expName,psychopyVersion,frameRate,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,53,52,up,0.005,db,0.051194110832716966,1,0.0012352000921964645,143.4778896002099,143.4778896002099,143.7776228999719,1,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,54,53,down,0.005,db,0.05116464961403776,1,0.0005996003746986389,145.9940529000014,145.9940529000014,146.29436920024455,0,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,55,54,up,0.005,db,0.051194110832716966,0,0.0013168002478778362,148.51114690024406,148.51114690024406,148.81092469999567,0,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,56,55,up,0.005,db,0.051223589015519114,0,0.0012607001699507236,150.94423040002584,150.94423040002584,151.24436470028013,0,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,57,56,up,0.005,db,0.051253084172212346,0,0.0013058003969490528,153.4277308001183,153.4277308001183,153.72745419992134,0,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,58,57,up,0.005,db,0.05128259631257043,0,0.0013507995754480362,155.92774750012904,155.92774750012904,156.22763330023736,0,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,59,58,up,0.005,db,0.05131212544637276,0,0.0013485001400113106,158.36101360013708,158.36101360013708,158.6608543000184,1,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,60,59,up,0.005,db,0.05131212544637276,1,0.001346999779343605,160.9108112999238,160.9108112999238,161.210768900346,1,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,61,60,up,0.005,db,0.05131212544637276,1,0.0011601997539401054,163.47749909991398,163.47749909991398,163.77696130005643,0,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,62,61,up,0.005,db,0.051341671583404365,0,0.0012656999751925468,165.94372780015692,165.94372780015692,166.2440106002614,1,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,63,62,up,0.005,db,0.051341671583404365,1,0.0013498999178409576,168.41077239997685,168.41077239997685,168.71066740015522,1,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,64,63,up,0.005,db,0.051341671583404365,1,0.0012568999081850052,171.06079050013795,171.06079050013795,171.36057000001892,1,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,65,64,down,0.005,db,0.05131212544637276,1,0.0012568999081850052,173.54404340032488,173.54404340032488,173.84387260023504,0,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,66,65,up,0.005,db,0.051341671583404365,0,0.0013278997503221035,176.02738390024751,176.02738390024751,176.3275235001929,1,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,67,66,up,0.005,db,0.051341671583404365,1,0.0013438998721539974,178.66059320000932,178.66059320000932,178.9604778001085,0,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,68,67,up,0.005,db,0.051371234733455916,0,0.0005952999927103519,181.24379980005324,181.24379980005324,181.54375880025327,0,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,69,68,up,0.005,db,0.051400814906323714,0,0.0012574000284075737,183.74379670014605,183.74379670014605,184.04361220030114,1,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,70,69,up,0.005,db,0.051400814906323714,1,0.0012806002050638199,186.2937298999168,186.2937298999168,186.5935281002894,1,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,71,70,up,0.005,db,0.051400814906323714,1,0.0012539001181721687,188.77684910036623,188.77684910036623,189.0770358000882,0,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,72,71,up,0.005,db,0.051430412111809695,0,0.0012894999235868454,191.37707050004974,191.37707050004974,191.67688179994002,0,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,73,72,up,0.005,db,0.051460026359721446,0,0.0012570000253617764,193.8602587999776,193.8602587999776,194.16019929992035,0,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,74,73,up,0.005,db,0.0514896576598722,0,0.0010997001081705093,196.3271367000416,196.3271367000416,196.62674179999158,1,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,75,74,up,0.005,db,0.0514896576598722,1,0.0011315997689962387,198.76016400009394,198.76016400009394,199.05967420013621,1,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,76,75,up,0.005,db,0.0514896576598722,1,0.0013922001235187054,201.4101602002047,201.4101602002047,201.7100861002691,1,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,77,76,down,0.005,db,0.051460026359721446,1,0.001302999909967184,204.0267888000235,204.0267888000235,204.3266998999752,1,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,78,77,down,0.005,db,0.051460026359721446,1,0.0017611999064683914,206.44339459994808,206.44339459994808,206.74329610029235,0,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,79,78,up,0.005,db,0.0514896576598722,0,0.0012981998734176159,208.94342190027237,208.94342190027237,209.24322620034218,1,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,80,79,up,0.005,db,0.0514896576598722,1,0.0012810002081096172,211.4933211002499,211.4933211002499,211.7930314000696,0,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,81,80,up,0.005,db,0.05151930602208084,0,0.0012742001563310623,214.02662440016866,214.02662440016866,214.32638079999015,0,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,82,81,up,0.005,db,0.051548971456171905,0,0.0005986997857689857,216.55985919991508,216.55985919991508,216.85976839996874,0,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,83,82,up,0.005,db,0.05157865397197559,0,0.0013378001749515533,219.209837900009,219.209837900009,219.50966980028898,1,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
